2,565,87,1,10,11,6,4,1,0,1,0,2,0,3,37,1
4,906,95,5,25,30,27,14,1,4,5,0,3,1,5,61,1
1,540,48,2,23,25,39,12,1,2,4,0,4,1,5,30,1
1,453,71,1,20,21,27,9,1,0,4,0,4,0,3,42,1
3,454,104,4,5,9,11,0,0,0,0,0,0,0,0,32,1
1,587,82,0,17,17,5,4,0,0,1,0,3,0,2,41,1
2,427,69,5,3,8,20,4,0,1,2,0,0,1,3,22,1
2,650,95,0,15,15,3,5,0,0,1,0,4,0,2,53,1
2,199,15,0,13,13,8,5,0,0,2,1,2,0,3,4,1
0,439,68,0,21,21,6,5,0,0,1,0,4,0,2,36,1
2,642,85,2,17,19,11,4,0,0,1,1,2,0,3,27,1
1,124,18,1,5,6,6,2,0,0,2,0,0,0,1,4,1
2,164,14,0,12,12,5,3,0,0,1,1,1,0,3,6,1
1,90,8,1,6,7,7,2,0,0,2,0,0,0,1,7,1
3,588,84,1,6,7,15,7,1,1,4,0,1,0,4,47,1
2,298,40,0,13,13,19,9,0,0,5,1,3,0,3,19,1
0,207,37,26,11,37,0,3,0,0,1,1,1,0,3,32,1
1,468,84,0,18,18,18,8,0,0,5,0,3,0,2,30,1
1,216,8,0,14,14,9,6,0,0,4,0,2,0,2,7,1
1,158,27,3,10,13,18,4,1,0,1,1,1,0,4,5,1
2,364,35,7,3,10,3,3,0,0,2,0,1,0,2,27,1
2,317,34,1,16,17,21,10,0,0,7,1,2,0,3,26,1
1,256,12,0,16,16,18,4,0,0,1,2,1,0,3,8,1
1,344,67,0,17,17,17,7,0,0,4,0,3,0,2,27,1
2,399,57,3,8,11,13,5,1,1,2,0,1,0,4,43,1
2,242,16,1,6,7,9,4,0,0,2,0,2,0,2,28,1
3,937,210,9,19,28,16,9,1,0,3,4,1,0,4,55,1
1,17,0,0,6,6,5,4,0,1,3,0,0,0,2,0,1
4,651,83,7,19,26,23,10,1,4,2,0,2,1,5,55,1
0,140,8,39,0,39,9,2,0,0,1,0,1,0,2,25,1
1,101,11,1,5,6,6,2,0,0,2,0,0,0,1,4,1
2,34,0,2,0,2,16,5,0,1,3,0,0,1,3,1,1
3,280,24,2,3,5,0,1,0,0,0,0,1,0,1,36,1
1,133,16,8,8,16,12,4,1,1,1,0,1,0,4,11,1
1,223,47,1,15,16,20,9,1,4,2,0,1,1,5,6,1
2,26,0,2,0,2,2,0,0,0,0,0,0,0,0,2,1
1,91,8,3,6,9,7,5,1,0,2,1,1,0,4,3,1
1,120,3,0,12,12,0,2,0,0,2,0,0,0,1,11,1
2,19,0,1,0,1,1,0,0,0,0,0,0,0,0,5,1
3,832,198,2,1,3,9,1,0,0,1,0,0,0,1,8,1
3,922,91,1,1,2,9,1,0,0,1,0,0,0,1,7,1
1,207,35,3,5,8,5,1,0,0,1,0,0,0,1,16,1
1,213,23,1,11,12,6,5,1,0,1,0,3,0,3,13,1
1,279,28,0,13,13,1,3,0,0,1,1,1,0,3,8,1
1,226,35,1,7,8,3,1,0,0,1,0,0,0,1,2,1
3,324,29,0,18,18,10,8,0,0,4,1,3,0,3,14,1
2,43,0,12,1,13,10,4,1,1,2,0,0,0,3,0,1
0,348,92,1,12,13,23,9,1,4,2,0,1,1,5,44,1
1,216,21,0,15,15,14,4,0,0,2,0,2,0,2,10,1
1,247,33,1,8,9,5,2,0,1,1,0,0,0,2,8,1
2,86,11,0,14,14,12,3,0,0,1,1,1,0,3,5,1
1,33,0,4,0,4,4,1,0,0,1,0,0,0,1,1,1
0,218,63,1,5,6,4,1,0,0,1,0,0,0,1,9,1
1,303,32,0,19,19,6,5,0,0,0,0,5,0,1,20,1
0,13,0,1,3,4,9,5,0,0,3,1,1,0,3,0,1
1,16,0,1,0,1,11,4,0,0,4,0,0,0,1,1,1
2,35,0,1,0,1,3,1,0,0,1,0,0,0,1,1,1
2,123,13,0,12,12,3,2,0,0,1,0,1,0,2,12,1
0,179,18,1,5,6,2,1,0,0,1,0,0,0,1,10,0
3,67,3,1,3,4,0,3,0,0,2,0,1,0,2,3,0
2,186,20,1,8,9,10,4,1,1,1,0,1,0,4,15,0
2,95,5,1,3,4,1,3,0,0,1,1,1,0,3,7,0
0,54,11,0,1,1,0,0,0,0,0,0,0,0,0,6,0
1,305,37,0,14,14,4,2,0,0,0,1,1,0,2,12,0
1,99,10,0,8,8,9,4,0,0,2,1,1,0,3,13,0
1,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,196,32,0,13,13,9,5,0,1,2,0,2,0,3,15,0
0,43,7,2,0,2,0,0,0,0,0,0,0,0,0,3,0
1,78,2,7,2,9,11,3,0,0,1,0,2,0,2,0,0
1,318,27,0,15,15,14,1,0,0,0,0,1,0,1,18,0
1,13,0,2,0,2,9,2,0,0,2,0,0,0,1,1,0
1,302,31,0,22,22,15,4,0,0,0,0,4,0,1,23,0
1,16,0,1,0,1,9,4,0,0,4,0,0,0,1,1,0
6,5991,771,7,0,7,9,4,0,1,2,0,0,1,3,529,0
3,1496,213,2,2,4,9,1,0,0,1,0,0,0,1,7,0
3,817,110,1,2,3,10,1,0,0,1,0,0,0,1,7,0
3,450,88,3,0,3,9,1,0,0,1,0,0,0,1,10,0
3,403,81,2,0,2,10,1,0,0,1,0,0,0,1,11,0
3,142,11,1,11,12,3,3,0,0,1,0,2,0,2,4,0
0,59,4,1,2,3,1,0,0,0,0,0,0,0,0,7,0
0,335,37,1,19,20,8,6,0,0,1,2,3,0,3,14,0
1,170,18,1,9,10,2,2,0,0,1,0,1,0,2,9,0
0,46,12,1,1,2,0,0,0,0,0,0,0,0,0,2,0
3,397,28,1,3,4,3,1,0,0,1,0,0,0,1,30,0
2,328,32,2,12,14,22,9,1,3,3,0,1,1,5,25,0
3,80,7,1,3,4,0,3,0,0,2,0,1,0,2,20,0
4,410,47,0,15,15,24,7,0,0,4,1,2,0,3,15,0
0,93,12,3,6,9,12,4,1,1,2,0,0,0,3,11,0
3,43,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0
1,37,4,3,1,4,1,1,0,0,0,0,1,0,1,2,0
1,92,10,0,5,5,1,0,0,0,0,0,0,0,0,2,0
1,75,8,4,0,4,0,1,0,0,0,0,1,0,1,6,0
2,31,0,1,0,1,3,2,0,0,2,0,0,0,1,2,0
2,107,16,0,14,14,3,1,0,0,0,1,0,0,1,6,0
1,42,2,1,4,5,3,2,0,0,1,0,1,0,2,1,0
0,31,0,3,1,4,1,4,0,0,3,1,0,0,2,1,0
1,47,8,2,1,3,12,5,1,1,2,0,0,1,4,2,0
2,16,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0
0,109,8,5,6,11,0,1,0,0,0,0,1,0,1,6,0
0,104,9,4,4,8,18,8,1,3,2,0,1,1,5,1,0
1,187,6,13,9,22,22,8,1,3,2,0,1,1,5,8,0
0,31,0,2,1,3,1,4,0,0,3,1,0,0,2,1,0
2,285,46,1,8,9,3,0,0,0,0,0,0,0,0,32,0
3,57,5,0,9,9,0,1,0,0,0,0,1,0,1,1,0
2,53,0,2,1,3,4,2,0,0,1,1,0,0,2,4,0
2,160,22,1,17,18,15,8,0,0,4,0,4,0,2,13,0
2,32,0,2,0,2,2,1,0,0,1,0,0,0,1,1,0
1,94,8,29,6,35,8,7,1,0,1,4,1,0,4,4,0
0,28,1,0,0,0,9,1,0,0,1,0,0,0,1,3,0
0,37,1,1,0,1,9,1,0,0,1,0,0,0,1,3,0
0,31,1,3,0,3,9,1,0,0,1,0,0,0,1,3,0
0,25,1,2,0,2,10,1,0,0,1,0,0,0,1,3,0
1,470,70,8,34,42,3,8,0,0,0,0,8,0,1,25,0
0,64,17,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1,129,13,3,3,6,1,3,0,0,1,0,1,1,3,15,0
1,62,8,4,2,6,3,2,1,0,1,0,0,0,2,4,0
0,55,6,1,3,4,0,0,0,0,0,0,0,0,0,8,0
0,54,5,2,0,2,0,0,0,0,0,0,0,0,0,3,0
1,46,3,1,3,4,0,1,0,0,0,0,1,0,1,1,0
1,46,3,1,3,4,0,1,0,0,0,0,1,0,1,1,0
0,16,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,39,5,3,1,4,0,0,0,0,0,0,0,0,0,0,0
0,45,12,1,0,1,0,0,0,0,0,0,0,0,0,2,0
1,25,0,5,2,7,0,1,0,0,0,0,1,0,1,0,0
0,23,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0
1,90,5,0,10,10,0,1,0,0,0,0,1,0,1,8,0
1,24,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0
1,173,26,0,18,18,1,2,0,0,1,0,1,0,2,6,0
1,8,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
1,20,0,7,0,7,5,3,0,0,1,2,0,0,2,0,0
2,10,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0
0,13,0,2,3,5,1,1,0,0,0,0,1,0,1,3,0
2,23,0,8,4,12,0,0,0,0,0,0,0,0,0,5,0
0,6,0,4,1,5,0,4,0,0,1,1,2,0,3,0,0
1,8,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0
1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,10,0,19,3,22,1,1,0,0,0,0,1,0,1,0,0
1,152,18,0,5,5,0,1,0,0,0,0,1,0,1,6,0
0,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
0,9,0,65,3,68,0,3,0,0,2,0,1,0,2,0,0
0,14,0,2,3,5,2,0,0,0,0,0,0,0,0,0,0
1,116,11,2,3,5,2,2,0,0,1,0,1,0,2,1,0
1,10,0,9,3,12,0,4,0,0,1,1,2,0,3,1,0
1,226,32,2,17,19,15,5,0,0,1,0,4,0,2,20,0
2,86,4,1,5,6,0,2,0,0,0,0,2,0,1,7,0
1,64,0,7,3,10,1,3,0,1,0,0,2,0,2,0,0
0,72,9,4,7,11,8,5,1,0,2,1,1,0,4,2,0
2,121,1,16,3,19,7,3,0,0,1,0,2,0,2,0,0
0,186,16,1,8,9,18,7,1,0,4,0,1,1,4,18,0
4,443,75,3,10,13,10,5,1,0,2,0,2,0,3,43,0
0,9,0,6,5,11,2,2,0,0,1,0,1,0,2,0,0
3,93,22,0,5,5,2,2,0,0,1,1,0,0,2,6,0
1,62,8,0,6,6,0,1,0,0,0,0,1,0,1,3,0
2,52,5,7,5,12,3,5,1,1,1,0,2,0,4,9,0
1,146,32,4,5,9,14,7,1,3,2,0,0,1,4,16,0
1,54,6,2,1,3,0,1,0,0,0,0,1,0,1,0,0
0,73,6,2,6,8,7,3,1,0,1,0,1,0,3,4,0
1,120,14,142,0,142,12,3,0,0,3,0,0,0,1,0,0
0,10,0,25,2,27,0,2,0,0,0,1,1,0,2,4,0
1,78,4,1,3,4,0,1,0,0,0,0,1,0,1,4,0
1,110,4,1,5,6,1,3,0,0,0,0,3,0,1,1,0
1,41,6,1,2,3,0,1,0,0,0,0,1,0,1,1,0
0,148,28,1,4,5,1,1,0,0,0,0,1,0,1,14,0
1,11,0,1,1,2,2,2,0,0,2,0,0,0,1,0,0
0,37,8,6,3,9,1,0,0,0,0,0,0,0,0,1,0
0,47,0,2,2,4,16,7,1,2,2,0,1,1,5,4,0
1,12,0,2,0,2,2,1,0,0,1,0,0,0,1,0,0
0,65,7,1,10,11,12,4,0,0,3,1,0,0,2,2,0
0,20,6,1,4,5,0,0,0,0,0,0,0,0,0,4,0
0,19,0,4,4,8,4,2,0,0,1,0,1,0,2,0,0
2,316,51,0,19,19,5,4,0,0,1,1,2,0,3,14,0
1,171,19,0,6,6,2,2,0,0,2,0,0,0,1,11,0
0,60,0,4,2,6,16,7,1,2,2,0,1,1,5,0,0
0,70,0,5,2,7,16,8,1,3,2,0,1,1,5,0,0
0,47,5,2,2,4,1,6,1,0,3,1,1,0,4,2,0
2,11,0,38,7,45,1,6,0,0,2,2,2,0,3,2,0
2,14,0,29,6,35,0,4,0,0,1,0,3,0,2,1,0
3,42,0,5,0,5,1,2,0,0,0,2,0,0,1,15,0
1,87,10,1,5,6,0,3,0,0,1,1,1,0,3,0,0
1,100,18,1,6,7,0,2,0,0,0,0,2,0,1,9,0
0,54,6,1,4,5,2,1,0,0,1,0,0,0,1,8,0
0,55,3,2,3,5,1,6,1,0,3,1,1,0,4,4,0
2,11,0,15,5,20,1,6,0,0,1,2,3,0,3,0,0
3,79,9,1,3,4,0,1,0,0,0,0,1,0,1,2,0
1,15,0,4,4,8,0,2,0,0,0,1,1,0,2,0,0
1,402,77,0,17,17,12,3,0,0,0,0,3,0,1,30,0
2,129,14,0,5,5,0,0,0,0,0,0,0,0,0,10,0
1,20,2,0,3,3,0,1,0,0,1,0,0,0,1,0,0
2,27,0,3,0,3,3,0,0,0,0,0,0,0,0,1,0
2,186,27,1,14,15,6,8,0,3,1,0,3,1,4,25,0
0,28,4,27,2,29,1,1,0,0,0,0,1,0,1,2,0
0,36,10,9,4,13,0,0,0,0,0,0,0,0,0,1,0
1,33,0,1,3,4,0,2,0,0,0,0,2,0,1,0,0
1,38,2,2,4,6,0,1,0,0,0,0,1,0,1,1,0
1,103,3,1,9,10,0,6,1,0,0,1,4,0,3,2,0
1,14,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2,190,18,0,10,10,0,1,0,0,0,0,1,0,1,20,0
1,51,0,7,0,7,2,3,0,1,1,0,1,0,3,0,0
3,632,122,0,14,14,0,3,0,0,0,0,3,0,1,42,0
0,18,0,1,8,9,4,2,0,0,1,0,1,0,2,0,0
1,51,1,15,7,22,3,3,0,0,1,0,2,0,2,0,0
0,9,0,1,3,4,0,1,0,0,0,0,1,0,1,1,0
1,6,0,9,1,10,0,1,0,0,0,0,1,0,1,0,0
0,7,0,11,0,11,0,1,0,0,0,0,1,0,1,1,0
1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,51,5,1,3,4,0,1,0,0,0,0,1,0,1,3,0
1,11,0,5,1,6,0,0,0,0,0,0,0,0,0,0,0
1,13,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0
0,10,1,1,3,4,0,0,0,0,0,0,0,0,0,1,0
0,63,11,6,0,6,10,4,0,2,1,0,0,1,3,2,0
1,14,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2,117,7,1,4,5,9,8,1,3,3,0,0,1,4,5,0
0,40,4,6,1,7,0,0,0,0,0,0,0,0,0,5,0
